event_ticker,event_title,market_ticker,yes_team_subtitle,no_team_subtitle,status,result,open_time,close_time,occurrence_datetime,settlement_value_dollars,volume,open_interest
KXWCGAME-26JUN26NORFRA,Norway vs France,KXWCGAME-26JUN26NORFRA-TIE,Tie,Tie,finalized,no,2026-02-04T18:28:00Z,2026-06-26T21:00:37Z,2026-06-26T20:50:05.814Z,0.0,12729852.61,8204286.15
KXWCGAME-26JUN25TURUSA,Turkiye vs USA,KXWCGAME-26JUN25TURUSA-TUR,Turkiye,Turkiye,finalized,yes,2026-05-22T18:52:00Z,2026-06-26T04:03:34Z,2026-06-26T05:00:00Z,1.0,18589617.53,8299053.28
KXWCGAME-26JUN25TURUSA,Turkiye vs USA,KXWCGAME-26JUN25TURUSA-USA,USA,USA,finalized,no,2026-05-22T18:52:00Z,2026-06-26T04:03:34Z,2026-06-26T05:00:00Z,0.0,96779940.43,58087444.58
KXWCGAME-26JUN25TURUSA,Turkiye vs USA,KXWCGAME-26JUN25TURUSA-TIE,Tie,Tie,finalized,no,2026-05-22T18:52:00Z,2026-06-26T04:03:34Z,2026-06-26T05:00:00Z,0.0,20299680.14,10289465.49
KXWCGAME-26JUN25PARAUS,Paraguay vs Australia,KXWCGAME-26JUN25PARAUS-PAR,Paraguay,Paraguay,finalized,no,2026-02-04T18:28:00Z,2026-06-26T03:59:49Z,2026-06-26T03:49:03.17Z,0.0,8610873.75,5761543.05
KXWCGAME-26JUN25PARAUS,Paraguay vs Australia,KXWCGAME-26JUN25PARAUS-AUS,Australia,Australia,finalized,no,2026-02-04T18:28:00Z,2026-06-26T03:59:49Z,2026-06-26T03:49:03.17Z,0.0,13714043.62,9705571.43
KXWCGAME-26JUN25PARAUS,Paraguay vs Australia,KXWCGAME-26JUN25PARAUS-TIE,Tie,Tie,finalized,yes,2026-02-04T18:28:00Z,2026-06-26T03:59:49Z,2026-06-26T03:49:03.17Z,1.0,3176883.02,1866776.42
KXWCGAME-26JUN25TUNNED,Tunisia vs Netherlands,KXWCGAME-26JUN25TUNNED-TUN,Tunisia,Tunisia,finalized,no,2026-02-04T18:28:00Z,2026-06-26T00:54:28Z,,0.0,9211070.93,7520979.29
KXWCGAME-26JUN25TUNNED,Tunisia vs Netherlands,KXWCGAME-26JUN25TUNNED-NED,Netherlands,Netherlands,finalized,yes,2026-02-04T18:28:00Z,2026-06-26T00:54:28Z,,1.0,8357907.61,4932777.18
KXWCGAME-26JUN25TUNNED,Tunisia vs Netherlands,KXWCGAME-26JUN25TUNNED-TIE,Tie,Tie,finalized,no,2026-02-04T18:28:00Z,2026-06-26T00:54:28Z,,0.0,5245838.32,4052292.98
KXWCGAME-26JUN25JPNSWE,Japan vs Sweden,KXWCGAME-26JUN25JPNSWE-JPN,Japan,Japan,finalized,no,2026-05-22T18:52:00Z,2026-06-26T00:59:40Z,2026-06-26T02:00:00Z,0.0,35923827.93,21939570.17
KXWCGAME-26JUN25JPNSWE,Japan vs Sweden,KXWCGAME-26JUN25JPNSWE-SWE,Sweden,Sweden,finalized,no,2026-05-22T18:52:00Z,2026-06-26T00:59:40Z,2026-06-26T02:00:00Z,0.0,18820844.51,13999684.33
KXWCGAME-26JUN25JPNSWE,Japan vs Sweden,KXWCGAME-26JUN25JPNSWE-TIE,Tie,Tie,finalized,yes,2026-05-22T18:52:00Z,2026-06-26T00:59:40Z,2026-06-26T02:00:00Z,1.0,11861965.84,7898735.43
KXWCGAME-26JUN25ECUGER,Ecuador vs Germany,KXWCGAME-26JUN25ECUGER-ECU,Ecuador,Ecuador,finalized,yes,2026-02-04T18:27:00Z,2026-06-25T22:00:22Z,2026-06-25T21:49:54.891Z,1.0,21432564.34,13697301.07
KXWCGAME-26JUN25ECUGER,Ecuador vs Germany,KXWCGAME-26JUN25ECUGER-GER,Germany,Germany,finalized,no,2026-02-04T18:27:00Z,2026-06-25T22:00:22Z,2026-06-25T21:49:54.891Z,0.0,58531169.33,34833625.18
KXWCGAME-26JUN25ECUGER,Ecuador vs Germany,KXWCGAME-26JUN25ECUGER-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-25T22:00:22Z,2026-06-25T21:49:54.891Z,0.0,18190976.54,11301019.48
KXWCGAME-26JUN25CUWCIV,Curacao vs Ivory Coast,KXWCGAME-26JUN25CUWCIV-CUW,Curacao,Curacao,finalized,no,2026-02-04T18:28:00Z,2026-06-25T21:59:43Z,2026-06-25T21:50:22.905Z,0.0,11011776.63,8962538.85
KXWCGAME-26JUN25CUWCIV,Curacao vs Ivory Coast,KXWCGAME-26JUN25CUWCIV-CIV,Ivory Coast,Ivory Coast,finalized,yes,2026-02-04T18:28:00Z,2026-06-25T21:59:43Z,2026-06-25T21:50:22.905Z,1.0,4062886.75,2627022.12
KXWCGAME-26JUN25CUWCIV,Curacao vs Ivory Coast,KXWCGAME-26JUN25CUWCIV-TIE,Tie,Tie,finalized,no,2026-02-04T18:28:00Z,2026-06-25T21:59:43Z,2026-06-25T21:50:22.905Z,0.0,4305512.96,3017832.57
KXWCGAME-26JUN24RSAKOR,South Africa vs Korea Republic,KXWCGAME-26JUN24RSAKOR-RSA,South Africa,South Africa,finalized,yes,2026-02-04T18:27:00Z,2026-06-25T02:58:12Z,2026-06-25T02:47:32.98Z,1.0,23247006.43,17370529.06
KXWCGAME-26JUN24RSAKOR,South Africa vs Korea Republic,KXWCGAME-26JUN24RSAKOR-KOR,Korea Republic,Korea Republic,finalized,no,2026-02-04T18:27:00Z,2026-06-25T02:58:12Z,2026-06-25T02:47:32.98Z,0.0,26681574.27,17146307.94
KXWCGAME-26JUN24RSAKOR,South Africa vs Korea Republic,KXWCGAME-26JUN24RSAKOR-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-25T02:58:12Z,2026-06-25T02:47:32.98Z,0.0,15959291.76,12765059.57
KXWCGAME-26JUN24CZEMEX,Czechia vs Mexico,KXWCGAME-26JUN24CZEMEX-CZE,Czechia,Czechia,finalized,no,2026-05-22T18:52:00Z,2026-06-25T02:58:50Z,2026-06-25T04:00:00Z,0.0,7415788.02,5573195.83
KXWCGAME-26JUN24CZEMEX,Czechia vs Mexico,KXWCGAME-26JUN24CZEMEX-MEX,Mexico,Mexico,finalized,yes,2026-05-22T18:52:00Z,2026-06-25T02:58:50Z,2026-06-25T04:00:00Z,1.0,48926224.65,31267906.87
KXWCGAME-26JUN24CZEMEX,Czechia vs Mexico,KXWCGAME-26JUN24CZEMEX-TIE,Tie,Tie,finalized,no,2026-05-22T18:52:00Z,2026-06-25T02:58:50Z,2026-06-25T04:00:00Z,0.0,7628273.13,4165869.57
KXWCGAME-26JUN24SCOBRA,Scotland vs Brazil,KXWCGAME-26JUN24SCOBRA-SCO,Scotland,Scotland,finalized,no,2026-02-04T18:27:00Z,2026-06-25T00:04:27Z,2026-06-24T23:52:43.937Z,0.0,7205404.78,5337835.33
KXWCGAME-26JUN24SCOBRA,Scotland vs Brazil,KXWCGAME-26JUN24SCOBRA-BRA,Brazil,Brazil,finalized,yes,2026-02-04T18:27:00Z,2026-06-25T00:04:27Z,2026-06-24T23:52:43.937Z,1.0,18634319.91,11498696.23
KXWCGAME-26JUN24SCOBRA,Scotland vs Brazil,KXWCGAME-26JUN24SCOBRA-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-25T00:04:27Z,2026-06-24T23:52:43.937Z,0.0,3570827.74,2196852.85
KXWCGAME-26JUN24MARHTI,Morocco vs Haiti,KXWCGAME-26JUN24MARHTI-MAR,Morocco,Morocco,finalized,yes,2026-02-04T18:27:00Z,2026-06-25T00:04:58Z,2026-06-24T23:51:45.482Z,1.0,26218276.06,14130179.76
KXWCGAME-26JUN24MARHTI,Morocco vs Haiti,KXWCGAME-26JUN24MARHTI-HTI,Haiti,Haiti,finalized,no,2026-02-04T18:27:00Z,2026-06-25T00:04:58Z,2026-06-24T23:51:45.482Z,0.0,29214508.1,20251540.22
KXWCGAME-26JUN24MARHTI,Morocco vs Haiti,KXWCGAME-26JUN24MARHTI-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-25T00:04:58Z,2026-06-24T23:51:45.482Z,0.0,16059838.68,9102622.41
KXWCGAME-26JUN24SUICAN,Switzerland vs Canada,KXWCGAME-26JUN24SUICAN-SUI,Switzerland,Switzerland,finalized,yes,2026-02-04T18:27:00Z,2026-06-24T21:00:02Z,2026-06-24T20:49:06.74Z,1.0,21109191.5,10502267.07
KXWCGAME-26JUN24SUICAN,Switzerland vs Canada,KXWCGAME-26JUN24SUICAN-CAN,Canada,Canada,finalized,no,2026-02-04T18:27:00Z,2026-06-24T21:00:02Z,2026-06-24T20:49:06.74Z,0.0,17390233.98,10961341.59
KXWCGAME-26JUN24SUICAN,Switzerland vs Canada,KXWCGAME-26JUN24SUICAN-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-24T21:00:02Z,2026-06-24T20:49:06.74Z,0.0,9236882.56,4810679.37
KXWCGAME-26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,KXWCGAME-26JUN24BIHQAT-BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,finalized,yes,2026-05-22T18:52:00Z,2026-06-24T21:00:18Z,2026-06-24T22:00:00Z,1.0,9947014.93,5556538.22
KXWCGAME-26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,KXWCGAME-26JUN24BIHQAT-QAT,Qatar,Qatar,finalized,no,2026-05-22T18:52:00Z,2026-06-24T21:00:18Z,2026-06-24T22:00:00Z,0.0,9791343.3,5079244.7
KXWCGAME-26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,KXWCGAME-26JUN24BIHQAT-TIE,Tie,Tie,finalized,no,2026-05-22T18:52:00Z,2026-06-24T21:00:18Z,2026-06-24T22:00:00Z,0.0,4905778.57,2216196.04
KXWCGAME-26JUN23COLCOD,Colombia vs Congo DR,KXWCGAME-26JUN23COLCOD-COL,Colombia,Colombia,finalized,yes,2026-05-22T18:52:00Z,2026-06-24T03:59:39Z,2026-06-24T05:00:00Z,1.0,39369170.56,21308630.61
KXWCGAME-26JUN23COLCOD,Colombia vs Congo DR,KXWCGAME-26JUN23COLCOD-COD,Congo DR,Congo DR,finalized,no,2026-05-22T18:52:00Z,2026-06-24T03:59:39Z,2026-06-24T05:00:00Z,0.0,17589759.42,12859653.54
KXWCGAME-26JUN23COLCOD,Colombia vs Congo DR,KXWCGAME-26JUN23COLCOD-TIE,Tie,Tie,finalized,no,2026-05-22T18:52:00Z,2026-06-24T03:59:39Z,2026-06-24T05:00:00Z,0.0,17401694.82,8109378.16
KXWCGAME-26JUN23PANCRO,Panama vs Croatia,KXWCGAME-26JUN23PANCRO-PAN,Panama,Panama,finalized,no,2026-02-04T18:27:00Z,2026-06-24T00:54:27Z,,0.0,15916161.22,9346263.96
KXWCGAME-26JUN23PANCRO,Panama vs Croatia,KXWCGAME-26JUN23PANCRO-CRO,Croatia,Croatia,finalized,yes,2026-02-04T18:27:00Z,2026-06-24T00:54:27Z,,1.0,23194715.92,13436353.02
KXWCGAME-26JUN23PANCRO,Panama vs Croatia,KXWCGAME-26JUN23PANCRO-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-24T00:54:27Z,,0.0,13022833.28,6423404.21
KXWCGAME-26JUN23ENGGHA,England vs Ghana,KXWCGAME-26JUN23ENGGHA-ENG,England,England,finalized,no,2026-02-04T18:27:00Z,2026-06-23T21:59:41Z,,0.0,28817343.26,15277830.19
KXWCGAME-26JUN23ENGGHA,England vs Ghana,KXWCGAME-26JUN23ENGGHA-GHA,Ghana,Ghana,finalized,no,2026-02-04T18:27:00Z,2026-06-23T21:59:41Z,,0.0,24551443.94,16658276.58
KXWCGAME-26JUN23ENGGHA,England vs Ghana,KXWCGAME-26JUN23ENGGHA-TIE,Tie,Tie,finalized,yes,2026-02-04T18:27:00Z,2026-06-23T21:59:41Z,,1.0,16832953.18,10564520.59
KXWCGAME-26JUN23PORUZB,Portugal vs Uzbekistan,KXWCGAME-26JUN23PORUZB-POR,Portugal,Portugal,finalized,yes,2026-02-04T18:27:00Z,2026-06-23T18:59:43Z,2026-06-23T18:50:04.907Z,1.0,19077685.65,12727797.49
KXWCGAME-26JUN23PORUZB,Portugal vs Uzbekistan,KXWCGAME-26JUN23PORUZB-UZB,Uzbekistan,Uzbekistan,finalized,no,2026-02-04T18:27:00Z,2026-06-23T18:59:43Z,2026-06-23T18:50:04.907Z,0.0,11714781.69,8968338.76
KXWCGAME-26JUN23PORUZB,Portugal vs Uzbekistan,KXWCGAME-26JUN23PORUZB-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-23T18:59:43Z,2026-06-23T18:50:04.907Z,0.0,6983327.55,5572127.45
KXWCGAME-26JUN22JORDZA,Jordan vs Algeria,KXWCGAME-26JUN22JORDZA-JOR,Jordan,Jordan,finalized,no,2026-02-04T18:27:00Z,2026-06-23T04:59:39Z,,0.0,26845390.59,15694662.15
KXWCGAME-26JUN22JORDZA,Jordan vs Algeria,KXWCGAME-26JUN22JORDZA-DZA,Algeria,Algeria,finalized,yes,2026-02-04T18:27:00Z,2026-06-23T04:59:39Z,,1.0,26044478.5,13901724.05
KXWCGAME-26JUN22JORDZA,Jordan vs Algeria,KXWCGAME-26JUN22JORDZA-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-23T04:59:39Z,,0.0,19698264.41,8720782.71
KXWCGAME-26JUN22NORSEN,Norway vs Senegal,KXWCGAME-26JUN22NORSEN-NOR,Norway,Norway,finalized,yes,2026-02-04T18:27:00Z,2026-06-23T02:00:17Z,2026-06-23T01:49:55.095Z,1.0,46497315.62,26131721.49
KXWCGAME-26JUN22NORSEN,Norway vs Senegal,KXWCGAME-26JUN22NORSEN-SEN,Senegal,Senegal,finalized,no,2026-02-04T18:27:00Z,2026-06-23T02:00:17Z,2026-06-23T01:49:55.095Z,0.0,11685475.71,6762084.66
KXWCGAME-26JUN22NORSEN,Norway vs Senegal,KXWCGAME-26JUN22NORSEN-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-23T02:00:17Z,2026-06-23T01:49:55.095Z,0.0,13675827.57,5651888.75
KXWCGAME-26JUN22FRAIRQ,France vs Iraq,KXWCGAME-26JUN22FRAIRQ-FRA,France,France,finalized,yes,2026-05-22T18:51:00Z,2026-06-23T00:49:33Z,2026-06-23T00:00:00Z,1.0,18708311.12,12948672.12
KXWCGAME-26JUN22FRAIRQ,France vs Iraq,KXWCGAME-26JUN22FRAIRQ-IRQ,Iraq,Iraq,finalized,no,2026-05-22T18:51:00Z,2026-06-23T00:49:33Z,2026-06-23T00:00:00Z,0.0,20706623.06,17403046.95
KXWCGAME-26JUN22FRAIRQ,France vs Iraq,KXWCGAME-26JUN22FRAIRQ-TIE,Tie,Tie,finalized,no,2026-05-22T18:51:00Z,2026-06-23T00:49:33Z,2026-06-23T00:00:00Z,0.0,12230058.68,9652406.32
KXWCGAME-26JUN22ARGAUT,Argentina vs Austria,KXWCGAME-26JUN22ARGAUT-ARG,Argentina,Argentina,finalized,yes,2026-02-04T18:27:00Z,2026-06-22T19:04:16Z,2026-06-22T18:53:34.28Z,1.0,41255241.64,27442741.26
KXWCGAME-26JUN22ARGAUT,Argentina vs Austria,KXWCGAME-26JUN22ARGAUT-AUT,Austria,Austria,finalized,no,2026-02-04T18:27:00Z,2026-06-22T19:04:16Z,2026-06-22T18:53:34.28Z,0.0,9414777.26,5668413.6
KXWCGAME-26JUN22ARGAUT,Argentina vs Austria,KXWCGAME-26JUN22ARGAUT-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-22T19:04:16Z,2026-06-22T18:53:34.28Z,0.0,6057643.45,3661388.14
KXWCGAME-26JUN21NZLEGY,New Zealand vs Egypt,KXWCGAME-26JUN21NZLEGY-NZL,New Zealand,New Zealand,finalized,no,2026-02-04T18:27:00Z,2026-06-22T03:04:26Z,2026-06-22T02:52:11.574Z,0.0,27312696.05,18151372.91
KXWCGAME-26JUN21NZLEGY,New Zealand vs Egypt,KXWCGAME-26JUN21NZLEGY-EGY,Egypt,Egypt,finalized,yes,2026-02-04T18:27:00Z,2026-06-22T03:04:26Z,2026-06-22T02:52:11.574Z,1.0,24255897.72,12993806.59
KXWCGAME-26JUN21NZLEGY,New Zealand vs Egypt,KXWCGAME-26JUN21NZLEGY-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-22T03:04:26Z,2026-06-22T02:52:11.574Z,0.0,14987180.58,8297857.93
KXWCGAME-26JUN21URUCPV,Uruguay vs Cape Verde,KXWCGAME-26JUN21URUCPV-URU,Uruguay,Uruguay,finalized,no,2026-02-04T18:27:00Z,2026-06-22T00:05:12Z,,0.0,24494304.28,11760087.29
KXWCGAME-26JUN21URUCPV,Uruguay vs Cape Verde,KXWCGAME-26JUN21URUCPV-CPV,Cape Verde,Cape Verde,finalized,no,2026-02-04T18:27:00Z,2026-06-22T00:05:12Z,,0.0,49706930.41,25609525.02
KXWCGAME-26JUN21URUCPV,Uruguay vs Cape Verde,KXWCGAME-26JUN21URUCPV-TIE,Tie,Tie,finalized,yes,2026-02-04T18:27:00Z,2026-06-22T00:05:12Z,,1.0,24159973.69,11595792.17
KXWCGAME-26JUN21BELIRI,Belgium vs IR Iran,KXWCGAME-26JUN21BELIRI-BEL,Belgium,Belgium,finalized,no,2026-02-04T18:27:00Z,2026-06-21T20:59:59Z,,0.0,26814183.02,14894486.12
KXWCGAME-26JUN21BELIRI,Belgium vs IR Iran,KXWCGAME-26JUN21BELIRI-IRI,IR Iran,IR Iran,finalized,no,2026-02-04T18:27:00Z,2026-06-21T20:59:59Z,,0.0,18690578.4,10475870.49
KXWCGAME-26JUN21BELIRI,Belgium vs IR Iran,KXWCGAME-26JUN21BELIRI-TIE,Tie,Tie,finalized,yes,2026-02-04T18:27:00Z,2026-06-21T20:59:59Z,,1.0,13506643.86,8249936.91
KXWCGAME-26JUN21ESPKSA,Spain vs Saudi Arabia,KXWCGAME-26JUN21ESPKSA-ESP,Spain,Spain,finalized,yes,2026-02-04T18:27:00Z,2026-06-21T18:03:55Z,2026-06-21T17:51:51.12Z,1.0,6707567.7,4885043.76
KXWCGAME-26JUN21ESPKSA,Spain vs Saudi Arabia,KXWCGAME-26JUN21ESPKSA-KSA,Saudi Arabia,Saudi Arabia,finalized,no,2026-02-04T18:27:00Z,2026-06-21T18:03:55Z,2026-06-21T17:51:51.12Z,0.0,13863227.83,12289371.89
KXWCGAME-26JUN21ESPKSA,Spain vs Saudi Arabia,KXWCGAME-26JUN21ESPKSA-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-21T18:03:55Z,2026-06-21T17:51:51.12Z,0.0,5354629.27,4542703.6
KXWCGAME-26JUN21TUNJPN,Tunisia vs Japan,KXWCGAME-26JUN21TUNJPN-TUN,Tunisia,Tunisia,finalized,no,2026-02-04T18:27:00Z,2026-06-21T05:57:29Z,2026-06-21T05:46:45.057Z,0.0,20658674.43,18720505.04
KXWCGAME-26JUN21TUNJPN,Tunisia vs Japan,KXWCGAME-26JUN21TUNJPN-JPN,Japan,Japan,finalized,yes,2026-02-04T18:27:00Z,2026-06-21T05:57:29Z,2026-06-21T05:46:45.057Z,1.0,25681183.3,17915607.73
KXWCGAME-26JUN21TUNJPN,Tunisia vs Japan,KXWCGAME-26JUN21TUNJPN-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-21T05:57:29Z,2026-06-21T05:46:45.057Z,0.0,12618818.11,9033981.38
KXWCGAME-26JUN20ECUCUW,Ecuador vs Curacao,KXWCGAME-26JUN20ECUCUW-ECU,Ecuador,Ecuador,finalized,no,2026-02-04T18:27:00Z,2026-06-21T01:58:46Z,2026-06-21T01:46:14.727Z,0.0,14459762.79,7873562.4
KXWCGAME-26JUN20ECUCUW,Ecuador vs Curacao,KXWCGAME-26JUN20ECUCUW-CUW,Curacao,Curacao,finalized,no,2026-02-04T18:27:00Z,2026-06-21T01:58:46Z,2026-06-21T01:46:14.727Z,0.0,38620903.99,26468233.2
KXWCGAME-26JUN20ECUCUW,Ecuador vs Curacao,KXWCGAME-26JUN20ECUCUW-TIE,Tie,Tie,finalized,yes,2026-02-04T18:27:00Z,2026-06-21T01:58:46Z,2026-06-21T01:46:14.727Z,1.0,18849496.29,11386912.13
KXWCGAME-26JUN20GERCIV,Germany vs Ivory Coast,KXWCGAME-26JUN20GERCIV-GER,Germany,Germany,finalized,yes,2026-02-04T18:27:00Z,2026-06-20T22:01:26Z,2026-06-20T21:50:49.159Z,1.0,64744027.54,29535670.2
KXWCGAME-26JUN20GERCIV,Germany vs Ivory Coast,KXWCGAME-26JUN20GERCIV-CIV,Ivory Coast,Ivory Coast,finalized,no,2026-02-04T18:27:00Z,2026-06-20T22:01:26Z,2026-06-20T21:50:49.159Z,0.0,23157935.38,13947765.26
KXWCGAME-26JUN20GERCIV,Germany vs Ivory Coast,KXWCGAME-26JUN20GERCIV-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-20T22:01:26Z,2026-06-20T21:50:49.159Z,0.0,18324704.77,9404969.77
KXWCGAME-26JUN20NEDSWE,Netherlands vs Sweden,KXWCGAME-26JUN20NEDSWE-NED,Netherlands,Netherlands,finalized,yes,2026-05-22T18:51:00Z,2026-06-20T19:06:22Z,2026-06-20T20:00:00Z,1.0,17406435.05,11979117.3
KXWCGAME-26JUN20NEDSWE,Netherlands vs Sweden,KXWCGAME-26JUN20NEDSWE-SWE,Sweden,Sweden,finalized,no,2026-05-22T18:51:00Z,2026-06-20T19:06:22Z,2026-06-20T20:00:00Z,0.0,12046870.69,9351153.25
KXWCGAME-26JUN20NEDSWE,Netherlands vs Sweden,KXWCGAME-26JUN20NEDSWE-TIE,Tie,Tie,finalized,no,2026-05-22T18:51:00Z,2026-06-20T19:06:22Z,2026-06-20T20:00:00Z,0.0,5887228.89,4421818.34
KXWCGAME-26JUN19TURPAR,Turkiye vs Paraguay,KXWCGAME-26JUN19TURPAR-TUR,Turkiye,Turkiye,finalized,no,2026-05-22T18:51:00Z,2026-06-20T05:10:54Z,2026-06-20T06:00:00Z,0.0,38708747.33,21164115.52
KXWCGAME-26JUN19TURPAR,Turkiye vs Paraguay,KXWCGAME-26JUN19TURPAR-PAR,Paraguay,Paraguay,finalized,yes,2026-05-22T18:51:00Z,2026-06-20T05:10:54Z,2026-06-20T06:00:00Z,1.0,25119465.45,14444590.55
KXWCGAME-26JUN19TURPAR,Turkiye vs Paraguay,KXWCGAME-26JUN19TURPAR-TIE,Tie,Tie,finalized,no,2026-05-22T18:51:00Z,2026-06-20T05:10:54Z,2026-06-20T06:00:00Z,0.0,12358284.51,7233917.51
KXWCGAME-26JUN19BRAHTI,Brazil vs Haiti,KXWCGAME-26JUN19BRAHTI-BRA,Brazil,Brazil,finalized,yes,2026-02-04T18:27:00Z,2026-06-20T02:52:13Z,2026-06-20T02:36:28.428Z,1.0,13919829.51,9467762.08
KXWCGAME-26JUN19BRAHTI,Brazil vs Haiti,KXWCGAME-26JUN19BRAHTI-HTI,Haiti,Haiti,finalized,no,2026-02-04T18:27:00Z,2026-06-20T02:52:13Z,2026-06-20T02:36:28.428Z,0.0,36697847.43,31075087.02
KXWCGAME-26JUN19BRAHTI,Brazil vs Haiti,KXWCGAME-26JUN19BRAHTI-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-20T02:52:13Z,2026-06-20T02:36:28.428Z,0.0,10128582.73,7663389.15
KXWCGAME-26JUN19SCOMAR,Scotland vs Morocco,KXWCGAME-26JUN19SCOMAR-SCO,Scotland,Scotland,finalized,no,2026-02-04T18:27:00Z,2026-06-20T00:03:23Z,2026-06-19T23:49:50.855Z,0.0,13880080.74,10118531.24
KXWCGAME-26JUN19SCOMAR,Scotland vs Morocco,KXWCGAME-26JUN19SCOMAR-MAR,Morocco,Morocco,finalized,yes,2026-02-04T18:27:00Z,2026-06-20T00:03:23Z,2026-06-19T23:49:50.855Z,1.0,25710970.85,16104400.23
KXWCGAME-26JUN19SCOMAR,Scotland vs Morocco,KXWCGAME-26JUN19SCOMAR-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-20T00:03:23Z,2026-06-19T23:49:50.855Z,0.0,7423765.7,4372351.85
KXWCGAME-26JUN19USAAUS,USA vs Australia,KXWCGAME-26JUN19USAAUS-USA,USA,USA,finalized,yes,2026-02-04T18:27:00Z,2026-06-19T21:10:36Z,2026-06-19T20:54:47.2Z,1.0,34103951.39,23881207.13
KXWCGAME-26JUN19USAAUS,USA vs Australia,KXWCGAME-26JUN19USAAUS-AUS,Australia,Australia,finalized,no,2026-02-04T18:27:00Z,2026-06-19T21:10:36Z,2026-06-19T20:54:47.2Z,0.0,13892572.8,11112627.0
KXWCGAME-26JUN19USAAUS,USA vs Australia,KXWCGAME-26JUN19USAAUS-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-19T21:10:36Z,2026-06-19T20:54:47.2Z,0.0,8291202.24,5602570.77
KXWCGAME-26JUN18MEXKOR,Mexico vs Korea Republic,KXWCGAME-26JUN18MEXKOR-MEX,Mexico,Mexico,finalized,yes,2026-02-04T18:27:00Z,2026-06-19T03:06:17Z,2026-06-19T02:47:18.549Z,1.0,44423041.49,25149598.13
KXWCGAME-26JUN18MEXKOR,Mexico vs Korea Republic,KXWCGAME-26JUN18MEXKOR-KOR,Korea Republic,Korea Republic,finalized,no,2026-02-04T18:27:00Z,2026-06-19T03:06:17Z,2026-06-19T02:47:18.549Z,0.0,33413413.41,26073567.02
KXWCGAME-26JUN18MEXKOR,Mexico vs Korea Republic,KXWCGAME-26JUN18MEXKOR-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-19T03:06:17Z,2026-06-19T02:47:18.549Z,0.0,14248337.58,9706167.94
KXWCGAME-26JUN18CANQAT,Canada vs Qatar,KXWCGAME-26JUN18CANQAT-CAN,Canada,Canada,finalized,yes,2026-02-04T18:27:00Z,2026-06-19T00:03:08Z,2026-06-18T23:51:57.169Z,1.0,8281919.58,6100152.65
KXWCGAME-26JUN18CANQAT,Canada vs Qatar,KXWCGAME-26JUN18CANQAT-QAT,Qatar,Qatar,finalized,no,2026-02-04T18:27:00Z,2026-06-19T00:03:08Z,2026-06-18T23:51:57.169Z,0.0,12253090.87,10748594.61
KXWCGAME-26JUN18CANQAT,Canada vs Qatar,KXWCGAME-26JUN18CANQAT-TIE,Tie,Tie,finalized,no,2026-02-04T18:27:00Z,2026-06-19T00:03:08Z,2026-06-18T23:51:57.169Z,0.0,8361254.92,7407406.67
KXWCGAME-26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,KXWCGAME-26JUN18SUIBIH-SUI,Switzerland,Switzerland,finalized,yes,2026-05-22T18:51:00Z,2026-06-18T20:59:14Z,2026-06-18T22:00:00Z,1.0,10363395.97,5965495.65
KXWCGAME-26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,KXWCGAME-26JUN18SUIBIH-BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,finalized,no,2026-05-22T18:51:00Z,2026-06-18T20:59:14Z,2026-06-18T22:00:00Z,0.0,8505905.54,6237854.01
KXWCGAME-26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,KXWCGAME-26JUN18SUIBIH-TIE,Tie,Tie,finalized,no,2026-05-22T18:51:00Z,2026-06-18T20:59:14Z,2026-06-18T22:00:00Z,0.0,7336952.26,4690680.24
